datetime,availability,company_name,product_url,numcas,name,qt_list,unit_list,currency_list,price_pack_list
2023-06-23 00:53:10.749712,,AstaTech,,1401539-31-8,ETHYL 2-(2-AMINO-3-NITROPYRIDIN-4-YL)ACETATE                                        ,"1 ,5 "," G, G","$,$","650,1950"
